0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99996,0.79332,0.78754,0.78089,0.77316,0.76415,0.75355,0.741,0.72603,0.70805,0.68631,0.65984,0.6275,0.58796,0.53986,0.48221,0.4151,0.34069,0.26339,0.18643,0.066871,0.066729,0.18499,0.26058,0.33666,0.41039,0.47717,0.53415,0.5842,0.62532,0.65845,0.68542,0.70752,0.72574,0.74087,0.75355,0.76425,0.77334,0.78113,0.78785,0.79367
0.00045043,0.00035942,0.00035684,0.00035387,0.00035042,0.00034639,0.00034166,0.00033605,0.00032937,0.00032133,0.0003116,0.00029974,0.00028524,0.00026748,0.00024583,0.0002198,0.00018937,0.00015541,0.00011979,8.3748e-05,3.0675e-05,2.1386e-05,5.9812e-05,8.6162e-05,0.00010932,0.00012547,0.0001275,8.2165e-05,0.00017822,0.00024097,0.00027089,0.00029179,0.00030729,0.00031915,0.00032843,0.00033585,0.00034188,0.00034686,0.00035103,0.00035455,0.00035756
0.00022522,0.00017871,0.00017741,0.00017591,0.00017417,0.00017214,0.00016975,0.00016693,0.00016356,0.00015951,0.00015461,0.00014864,0.00014136,0.00013245,0.00012162,0.00010863,9.3511e-05,7.6747e-05,5.9333e-05,4.2e-05,1.504e-05,1.5035e-05,4.1672e-05,5.8699e-05,7.5837e-05,9.2447e-05,0.00010749,0.00012033,0.0001316,0.00014087,0.00014833,0.00015441,0.00015938,0.00016349,0.0001669,0.00016975,0.00017216,0.00017421,0.00017597,0.00017748,0.00017879
0.049998,0.03245,0.032213,0.031941,0.031625,0.031258,0.030827,0.030317,0.029709,0.028979,0.028097,0.027024,0.025713,0.024109,0.022159,0.019819,0.017092,0.014063,0.010905,0.0077558,0.0034202,0.0034158,0.0077111,0.010811,0.013922,0.016925,0.019639,0.021953,0.023978,0.025642,0.026984,0.028079,0.028976,0.029716,0.030332,0.030849,0.031286,0.031658,0.031978,0.032254,0.032495
